Id,User,Text
998,GlobalPandemics,"ALERT: Timeline: How long until the COVID-19 vaccine gets to the
general public? - Global Pandemic News |… https://t.co/xUcR7oDp5b"
999,JigiAfrica,Le gouvernement du #Mali annonce le 12 décembre 2020 la découverte de 72 nouveaux cas de contamination au… https://t.co/bWbFosT61e
1000,picardonhealth,The #coronavirus is ravaging the world. But life looks almost normal in much of Africa. The 54 countries on the con… https://t.co/KUpDr7ot5T
1001,quenettepierre4,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…
1002,zvx_Vichy,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…
1003,canaltn8,#Mundo #Coronavirus | La pandemia de nuevo coronavirus ha provocado al menos 1.595.276 muertos en el mundo https://t.co/RKPZHrrpbU
1004,Culturas_OH,"RT @IntendenciaLBO: #OHiggins presentó hoy 48 casos nuevos por #Coronavirus en las últimas 24 horas, totalizando 20.416 a la fecha desde el…"
1005,66vespucci,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…
1006,SomosFancom,"Aumenta la ocupación #UCI en #Colombia que pasa de 1,4 millones de contagios por #coronavirus - https://t.co/8g9Ii3ZXSe"
1007,siraselen,"RT @JPLoveSukiyaki: 累計退院者数が、14万人を超えました！
この状況で耐えて下さっている医療関係者の方々、社会インフラを、感染の危険の中で支えて下さっている方々のおかげです。
年越しを無事に迎えられますように。
#140000人
#医療従事者にエールと感謝を…"
1008,esthetee,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…
1009,gemagora,"12月12日、日本の新型コロナウイルスに関する情報
Latest information about Japan coronavirus on December 12th.
You can check more informati… https://t.co/mgPbDTFt80"
1010,Rzc______,"RT @Metabo_PhD: Yesterday, the Science Table Advisory for Ontario had a press briefing where they showed the latest Ontario #COVID19 data.…"
1011,departemenparis,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…
1012,zerttwiz_,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…
1013,seniouzou,RT @Mediavenir: 🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transports son…
1014,_covid_19_bot_,"Cases: 71,249,858 (+16,662) 
Deaths: 1,598,104 (+0) 
Recovered: 45,491,858 (+0) 
Active Cases: 25,758,000 (36.15%)… https://t.co/PSmcdBVG3B"
1015,Radio_Formula,"🚨 Estas son las cifras del #Coronavirus en el mundo y en México al 12/12/2020

Sigue el desarrollo de esta informac… https://t.co/dVPikfAFDK"
1016,XboxRetweeter,RT @bitcoinconnect: Walmart PS5 and Xbox Series X restock update — what you need to knowSEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs  #iphone1…
1017,SATYASAIREDDY1,RT @BharatYSRCP: కాకినాడలోని రాయల్ పార్క్ లో తూర్పుగోదావరి జిల్లాలోని మూడు పార్లమెంటు నియోజకవర్గాల వారిగా టీటీడీ చైర్మన్ వై ఎస్ ఆర్ సి పి…
1018,eyorumlar,"RT @TraderAT12: #coronavirus 

🔻Gelecek nesile bir tavsiyem var. GELMEYIN...

Ortam çok saçma gelmeyin https://t.co/07U3I6zXbT"
1019,Rajsuri30606232,"RT @CP_Jodhpur: #mask स्वयं पहने दुसरो को भी पहनाए

#coronavirus 
#handwashing
#SENETIZATION
#wearamask
#healthyjodhpur
#NoMaskNoEntry
#cor…"
1020,sonaydemir1903,"RT @elifplaysviolin: Happy birthday #beethoven 
🎂❤ #springsonata
#eliferoglu #beethoven2020 #beethoven250thbirthday 
#cumartesi #coronaviru…"
1021,ivriblack,"WHEN WAS THE LAST TIME THERE WAS SUPPOSEDLY A RAGING PANDEMIC AND THE ONLY ONES ALLOWED THAT COULD ""HELP"" THE WORLD… https://t.co/QWqGuxnZ9G"
1022,lizditz,"RT @picardonhealth: “You want to be quick” -- As Germany🇩🇪 awaits #coronavirus vaccine, it has built mass #vaccination centers are built in…"
1023,Mediavenir,🇨🇳 FLASH - La ville chinoise de #Dongning est confinée après la découverte d'un cas de la #COVID19. Tous les transp… https://t.co/yrPVDQlyF1
1024,joodokick,"RT @Metabo_PhD: Yesterday, the Science Table Advisory for Ontario had a press briefing where they showed the latest Ontario #COVID19 data.…"
1025,omotforest,"RT @Metabo_PhD: Clearly, there was no effect of reducing mobility after it peaked, on number of cases. And remember in summer, people’s mob…"
1026,HarshYa26573304,"RT @TheKavitaSingh: Long drives without mask and social distancing. Life before #coronavirus was❤️😍
#go_corona_go https://t.co/h10hisHOF6"
1027,beyaz1325,RT @dogalsosyolog: CHP' deki taciz vakası ülke genelindeki #coronavirus vakasını geçecek.
1028,PalermoToday,Perché in Italia si muore tanto di coronavirus https://t.co/ydTF5JXVJU #Attualità #coronavirus @Today_it https://t.co/LbB4tvke1C
1029,sandeepranade,"I've made this song to bid goodbye to 2020, and welcome 2021 with new hope and optimism!
https://t.co/rMr8x01IbR… https://t.co/bybO8naWL4"
1030,kk131066,"RT @kk131066: Telling #Truth is easy

It's hard to constantly tell the truth

But if you don't want to turn into #Hypocrite
it will not see…"
1031,TugceKatrc,RT @rogerkver: The #coronavirus is so deadly that most people have to be tested to even know they have it!
1032,LMtredici,"#coronavirus #friuli 12/12

Diagnosi 884
(Ieri 843)
Decessi 28
Guariti 736
Ti -4
Ricoveri +10
Tamponi 9113  9.70 %p… https://t.co/hBba214uCX"
1033,GlendaBG,"RT @latinus_us: Mercado de Wuhan, epicentro de la pandemia de #COVID19, sigue cerrado y vacío. #Coronavirus
#Latinus #InformaciónParaTi
htt…"
1034,JoseRafaRibesL2,"RT @JucilCReal: Tenemos la triste noticia del fallecimiento esta mañana del Teniente Coronel Miguel Angel Reina, destinado en la Comandanci…"
1035,LiamWBZ,"Trend lines for the state’s four major #coronavirus indicators

#WBZ https://t.co/nrySr8C65V"
1036,alfredoblanquic,RT @andresgomezmt: En esta época decembrina queremos proteger tu salud. El #coronavirus sigue entre nosotros y trabajamos para que no cobre…
1037,AndrsMa30151778,"RT @BCNArgentina: 🇦🇷⚖️#DossierLegislativo

¿Querés saber qué se está legislando en nuestro país sobre el #Coronavirus - COVID-19?

Dossier…"
1038,lucky_clover_tw,RT @RamyInocencio: EXCLUSIVE: Detained Chinese citizen journalist who reported on Wuhan #coronavirus “may not survive.” Zhang Zhan has been…
1039,Maxwell78085520,#PoliticsLive #pandemiclife #PoetsTwitter #writerscommunity #writerslift #PortlandProtests #coronavirus… https://t.co/8yPGfBdJq7
1040,Twltter26445690,"RT @GamzeBurcuGul: CHP #Covid_19 Danışma Kurulu'ndan iktidara çağrı: '28 günlük tam kapanma uygulanmalı' 

#coronavirus #TamKapanma #simdid…"
1041,LaGacetaTucuman,Vacunarán contra el #coronavirus al #papaFrancisco y a los residentes del Vaticano https://t.co/nS8Z6KRiBR https://t.co/e4IsGyjEcP
1042,vitcastagna,"RT @Lanf040264: Ancora oggi in #Lombardia non si trova il #vaccino antiinfluenzale, ma solo camici.

Ma #Fontana che fa?

#12dicembre #facc…"
1043,Ismi_Rey,"RT @DAGUILARFOTO: ""Basílica de Guadalupe"" La imagen en el día de la Virgen. Celebración en tiempos de Covid. #VirgenDeGuadalupe #Basilica #…"
1044,virginie_974,#coronavirus https://t.co/ThyLXGjRrk
1045,osmanakolu5,RT @Keceporg: Çoğumuz evimizdeyiz! Bir an evimizde olamadığımızı düşünsek. Kafamızı sokacağımız yuvamızın olmadığını varsaysak.. #doga  tüm…
1046,nursecaro13,"RT @Metabo_PhD: Yesterday, the Science Table Advisory for Ontario had a press briefing where they showed the latest Ontario #COVID19 data.…"
1047,Sk8rtweet1,"#COVIDSecondWave 
#COVID19 
#coronavirus 
#COVAXIN 
#CovidVaccine https://t.co/daTtOgDKK9"
1048,kk131066,"RT @kk131066: #people 
who only accept #Truth 
when it suits them
don't deserve the truth

They are known as #Hypocrites 

#Trump #TrumpMel…"
1049,marinar9801,RT @PalEnglishExtra: The streets of #Gaza City can be seen empty of any passangers as the enclave enters a second day of strict lockdown ov…
1050,Orionbus75,@BestWestern It really bothers me that my local BW franchise is doing this despite the #pandemic to me it doesn’t m… https://t.co/yVbPlnLj9d
1051,Gerard5122014,"Me goede maatje ook #exdakloos is gisteren ontslagen van ze werk pff 
Zo lang goed bezig valt alles nu in het water… https://t.co/b9PlLT3s1J"
1052,quadri_tosi,RT @Zahrahmusa: I am glad that #COVID19 is not a serious threat in Nigeria. Almost everyone I know in the Netherlands knows someone who has…
1053,LiamWBZ,"Didn’t get a chance yesterday to post the #coronavirus numbers:

-5,475 new cases (5,130 12/10)
-65,741 active case… https://t.co/aOTlJNtFXG"
1054,dadouaix,RT @Lolitadeperpi2: Et dire que je pensais que le #coronavirus ne fonctionnerait plus au bout d'une semaine parce qu'il venait de chine ☹
1055,ScienceCrux,"Dr. Sam demonstrates the structural data related to SARS-CoV, SARS-CoV-2 performed by the #coronavirus Structural T… https://t.co/lZFDibMI4h"
1056,alfredoblanquic,"RT @andresgomezmt: Te informo de manera oficial lo que aconteció ayer en nuestra ciudad: reportamos 20 nuevos casos de #coronavirus, para u…"
1057,il_piccolo,#Coronavirus In Fvg 884 contagi su 9.113 tamponi e 28 vittime https://t.co/qzCWp86LU8
1058,krishna444_test,"#Corona Info for #USA:
New Cases: 9813
Today Recovery: 4435
Today Deaths: 86
Total Active Cases: 6490768
Total Case… https://t.co/JnoYqgc2mn"
1059,eltipografo,"Este es el fono donde podrás denunciar fiestas clandestinas https://t.co/tGBXPLsuEm

#DiarioElTipógrafo #Chile… https://t.co/IYeMkjhhnw"
1060,Mehreen264,"RT @sitaravirgo: I just told to my travelling suitcases 🧳 
that we will not go anywhere outside, 
in  2020 
as we have to deal 
with our em…"
1061,NunezNano1,"RT @regsanuno: Informe diario de la situación del #Coronavirus en la Provincia al día 12 de diciembre.
 
Más información acá 👇🏻

https://t.…"
1062,Mariebe10098426,RT @PoliticsPollss: Demand for scotch eggs has surged after ministers said they were sufficient to meet COVID rules for ordering alcohol in…
1063,Theupdater_,"✳️ #Westbengal COVID19 UPDATE (DEC 12):

New cases- 2,710
Total cases- 519,215
Active cases-23,034(-247)
Total deat… https://t.co/Athl0Qgj4J"
1064,kamransaghah,"RT @iran_policy: Iran News in Brief – December 12, 2020

Iran’s regime executes Ruhollah Zam
#HumanRights 
#Iran: #Coronavirus Death Toll i…"
1065,NEWSonTour,+++ #NEWSonTour +++ #Coronavirus #Oberberg: 80/81 Jährige an/mit Coronavirus gestorben. Sa.12.12.2020 Sieben-Tage-I… https://t.co/oofUZD6l8r
1066,hidoowu,RT @Zahrahmusa: I am glad that #COVID19 is not a serious threat in Nigeria. Almost everyone I know in the Netherlands knows someone who has…
1067,sjvn,"Even after we get through the coming months of growing waves of #coronavirus illness and death, we'll still be a lo… https://t.co/Y7o2Vn9OMy"
1068,GoodasHealth,"RT @RenovablesM: 🇺🇸 320 millones
Casos covid: 15 millones (5% del total de la población)
Muertes covid: 290k (~2% de los casos)
En general…"
1069,RadioFarra957,"#Internacional 
La Administración de Alimentos y Medicamentos (#FDA, por sus siglas en inglés) de #EstadosUnidos ot… https://t.co/7FaMXgVzyX"
1070,ElCuleyy,RT @aalonsoh7: “Magínense” que Gatell diga que el #SemaforoRojo es intrascendente solo para mantener la imagen del presidente y la 4ta simu…
1071,rajivnayan7,"RT @innocenteng2005: 🙏Please Ask competent qualified team with Integrity to Verify and review👇:
👉 #CoronaVirus Testing
👉 #CoronavirusVaccin…"
1072,Phillysb386,"RT @KBMM: #Nurse Iris Meda, 70, came out of #retirement to teach young nurses @CollinCollege during #pandemic. She died after contracting #…"
1073,PeriodicoToledo,#España #CLM @gobjccm fomenta la sensibilización y la divulgación a través de su Estrategia de Educación Ambiental… https://t.co/EwBqtzFsTg
1074,PeriodicoToledo,"#España #CLM Sanidad decreta medidas especiales nivel 3 en Bargas, Orgaz y Arcicóllar #Covid19 #Coronavirus https://t.co/HYjwdGyDBR"
1075,TwittAuxologico,🔎 Sono molte le domande che ci sono giunte sul rapporto tra #cibo e #coronavirus. 🥗 Tante le persone che hanno nota… https://t.co/KXxQw8lQC2
1076,lukas_34w,#COVID19 #Gibraltar #Romania #Belgium #COVID #Czech #CzechRepublic #Africa #Ecuador #Indonesia #Malasia #Nigeria… https://t.co/UDPCLuXPN0
1077,vermashanks,RT @sanj971: Snow Leopards Are the Latest #Cats to Be Infected With the #Coronavirus https://t.co/5jGJTobNfr #COVID19
1078,HongKongerweare,"RT @shiroihamusan: @nytopinion We don't know the truth and can't prevent #coronavirus outbreak for the 3rd time, if CCP insists not to let…"
1079,HamiltonRosalie,"Vaccine info. 
#coronavirus #COVID19 https://t.co/msfF1l5IrA"
1080,sportface2016,"LIVE - Il bollettino e i numeri odierni del #Friuli #Coronavirus #COVIDー19 
https://t.co/PyReUtWoBh"
1081,Facts_n_Facts,"#COVID19 🇯🇵 : Le Japon dépasse les 3 000 nouveaux cas de #coronavirus pour la 1ère fois - NHK - via @Reuters 
-&gt; ça… https://t.co/E1dXjWs4uF"
1082,IntendenciaLBO,"#OHiggins presentó hoy 48 casos nuevos por #Coronavirus en las últimas 24 horas, totalizando 20.416 a la fecha desd… https://t.co/CjNo5ga3bH"
1083,Arslan157,RT @dogalsosyolog: CHP' deki taciz vakası ülke genelindeki #coronavirus vakasını geçecek.
1084,judy_judy50,"RT @JackPolakoff: @JennaEllisEsq @realDonaldTrump #Trump should definitely be Person of the Year for this singular achievement.

#coronavir…"
1085,DBattistella,"RT @picardonhealth: “You want to be quick” -- As Germany🇩🇪 awaits #coronavirus vaccine, it has built mass #vaccination centers are built in…"
1086,todoaqui4,"2818 casos activos de COVID-19 en Uruguay y 3 casos nuevos en Rocha.
https://t.co/49G1yCvBRN
#CoronavirusEnChuy… https://t.co/WOBiZWlJjf"
1087,konstantiaco,"RT @Resist2Exist313: ""THERE WILL COME A TIME WHERE  NOTHING WILL BE HIDDEN EXCEPT TRUTH, AND NOTHING WILL BE REVEALED EXCEPT FALSHOOD"" 
#CO…"
1088,marty888nyc,Another nearly 1% have died from #coronavirus and therefore were not available to participate in the poll. https://t.co/jvXjbbnG5U
1089,fermolina1972,RT @elcomerciocom: #ATENCIÓN | Aparece en Polonia un quinto enigmático monolito. ¿Relación con la pandemia del #coronavirus? ¿Reinicio de l…
1090,Diario_ElDia,"#Bolivia | Gobierno niega que haya una segunda ola de #coronavirus en el país, pero alerta de una escalada de casos
https://t.co/TJyl66EUQX"
1091,GMOChannel,"How China helps the world. 

Whether it’s socialist idealism or geopolitical calculation, Chinese vaccines will sav… https://t.co/z4CjV4q0pC"
1092,BreakingItalyNe,"RT @Adnkronos: #Coronavirus #Lazio, 1.194 contagi e 41 morti: il bollettino https://t.co/2qdW2InenI https://t.co/dMah4CSDis"
1093,ivovd2,"RT @Opinieleader: Uitvinder ‘VACCIN’ neemt het zelf NIET!

Jij wel????

#Corona #coronamaatregelen #coronatest #CoronaCrisis #coronavirus #…"
1094,Phillysb386,"RT @holmescnn: ""Nurses give and give even if their cup has nothing left to give"" - Tessa Johnson who heads the North Dakota Nurses Assoc.…"
1095,GreatGameIndia,"RT @innocenteng2005: 🙏Please Ask competent qualified team with Integrity to Verify and review👇:
👉 #CoronaVirus Testing
👉 #CoronavirusVaccin…"
1096,jskielb3,ICYMI💉 #coronavirus #vaccine approved⤵️ https://t.co/Mu6quu6la0
1097,RecursiveDynam1,"Hey, everybody! Let's see if we can get this link banned on @Twitter! An image is attached for those who don't want… https://t.co/XIOBCLog59"
1098,LaRoussa1,"RT @pcrclaims: “A positive test for #coronavirus equals a case, is a complete abomination of medical terminology” You don’t have to be a sc…"
1099,seekingtruth431,#coronavirus #covid1984 https://t.co/iu6XfLlqOt
1100,AdventuresDrea1,"EVER BEEN TO HIMALAYAS 😍
.
#travel #TrendingNow #Himalayas #India #staysafe #stayhome #Covid_19 #coronavirus https://t.co/mHKRPjV6ne"
1101,liverscnnbrasil,#CoronaVac #Pfizer #coronavirus #COVID19 #cnnsabado #edicao12 https://t.co/GX0BwPPtno
1102,RenovablesM,"🇺🇸 320 millones
Casos covid: 15 millones (5% del total de la población)
Muertes covid: 290k (~2% de los casos)
En g… https://t.co/np926a7Syi"
1103,Crof,#Coronavirus numbers for inmates soar across California   https://t.co/s15Cmc2La8
1104,danielgguzman,"#Impresionante! Bomberos usan escalera mecánica para ""rescatar"" a paciente con #Coronavirus

El paciente presentaba… https://t.co/n3cO4KyCGF"
1105,follabalcones,🚨 Otra más del coronatimo: Un parlamentario austriaco hace un test de COVID-8M a una Coca Cola en directo y da posi… https://t.co/cm5VV1amY7
1106,PTTVOnlineNews,"""இலவச தடுப்பூசிக்கு ஏற்பாடுகள் தீவிரம்!"" - முதல்வர் பழனிசாமி உறுதி 

https://t.co/sY2eeg46r3 | #Facebook… https://t.co/G1Lgz5pypw"
1107,ZenkerGeorg,"RT @DrPuerner: Nach Kant hat entweder alles einen Preis oder eine Würde. 

Ich wähle die Würde! Den Preis zahle ich gerne. 
Ärzte dürfen ni…"
1108,zeynepder_,"Haydi tahminleri alalım 🎈
#cumartesi #Covid_19 #coronavirus #koronavirus 
@SabihaatesAlpat https://t.co/62NRtJrSWo"
1109,LinkeWitzfigur,"RT @DrPuerner: Weniger Influenza-Fälle gemeldet!!!

Influenza
Kranke Personen👉wenig Tests👉positiv👉Meldung👉Ende

Covid
Egal👉viele Tests👉posi…"
1110,bugraoguzulgen,"RT @bilio_muydunuz: Coğrafya kaderdir,

Ülkenin karantinaya girmesi önceleri, Amsterdam’da oluşan marijuana kuyrukları...

#CoronaVirus

 h…"
1111,Zeynebb28,RT @dogalsosyolog: CHP' deki taciz vakası ülke genelindeki #coronavirus vakasını geçecek.
1112,OntarioSafe,"RT @picardonhealth: “You want to be quick” -- As Germany🇩🇪 awaits #coronavirus vaccine, it has built mass #vaccination centers are built in…"
1113,odhmauritanie,"RT @CovidMauritanie: 🇸🇳𝗦𝗘𝗡𝗘𝗚𝗔𝗟 
𝗦𝗶𝘁𝘂𝗮𝘁𝗶𝗼𝗻 #𝗖𝗢𝗩𝗜𝗗_𝟭𝟵 𝗱𝘂 𝟭𝟮/𝟭𝟮/𝟮𝟬𝟮𝟬      
☑️ Nouveaux cas:𝟭𝟬𝟰
☑️ Décès:𝟬𝟰
☑️ Cas graves:𝟭𝟯
☑️ Taux de Positiv…"
1114,lBUiYepTZ1klcJI,"12.12 #新型コロナウイルス 感染状況
#東京621人 (過去最多)
#大阪429人
#神奈川223人
#愛知206人
#埼玉199人
#北海道189人
#兵庫137人
#千葉121人
#広島104人
━━━━━━━━━… https://t.co/HrTO2W3HfH"
1115,COVIDLive,"1,983 new cases and 10 new deaths in Israel 

[15:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"
1116,Harphoo01399702,"RT @1stIndiaNews: #Jhunjhunu #उदयपुरवाटी: प्रधान चुनाव में कांग्रेस प्रत्याशी कमला गिल कोरोना पॉजिटिव

बुखार आने के कारण कल जयपुर में कराई…"
1117,Hisoymario,RT @aalonsoh7: “Magínense” que Gatell diga que el #SemaforoRojo es intrascendente solo para mantener la imagen del presidente y la 4ta simu…
1118,Surrealistrasyo,"2020 'den nereye kaçacağını şaşıranlara gelsin. 
#coronavirus #cumartesi #türkiye #yasakistemiyoruz yüzde 7 https://t.co/NQ9xGMdaUV"
1119,Paolo78128,"RT @hele_fr: #Coronavirus, il #Perù sospende la sperimentazione del vaccino cinese. A far scattare le procedure è stata l'individuazione di…"
1120,Madm891,On en est où des lits supplémentaires promis par le gouvernement après la première vague ? Aux oubliettes ? #coronavirus
1121,galassitweets,RT @JaneLubchenco: Powerful visualization showing importance of well fitting masks &amp; social distancing to minimize spread of #coronavirus.…
1122,mail_siwi,"RT @DrPuerner: Weniger Influenza-Fälle gemeldet!!!

Influenza
Kranke Personen👉wenig Tests👉positiv👉Meldung👉Ende

Covid
Egal👉viele Tests👉posi…"
1123,mayanksoni_1104,"RT @imketanjoshi: રાજ્યમાં કોરોનાના કેસમાં સતત ઘટાડો 
ગુજરાતમાં છેલ્લા 24 કલાકમાં કોરોનાના 1204 નવા કેસ
આજે 1338 દર્દીઓ સાજા થયા
આજે કુલ 12…"
1124,_covid_19_bot_,"Cases: 71,233,196 (+0) 
Deaths: 1,598,104 (+111) 
Recovered: 45,491,858 (+2,039) 
Active Cases: 25,741,338 (36.14%)… https://t.co/PoW8ti0DiL"
1125,Spoojar2,RT @MeghUpdates: Flash | Peru Stops Chinese #coronavirus vaccine trials after serious side effects
1126,nickjismymuse,RT @PkmnMasterHolly: OMFG DID YOU HEAR? THE US FINALLY APPROVED A CORONAVIRUS VACCINE! We're almost out of the woods everyone! They'll star…
1127,FariaAlg,CT Spurs #coronavirus
1128,Bot_Corona_V,"RT @Josylenia: Partiu São Paulo 💉
Amo todos os Paulistas 😌💉
#VacinaNoBrasil #SaoPaulo #coronavirus"
1129,S7rik3R,"Fact check: Clarifying claims around Pfizer vaccine deaths and side effects 

#COVID19 #vaccine #coronavirus 

https://t.co/vBKhZBWJs6"
1130,hchaves57,RT @ecuavisa: 😱 Este VIDEO se ha vuelto viral por mostrar la peculiar forma con la que una joven se enteró que estaba infectada de #coronav…
1131,delepine_nicole,"RT @momotchiii: #Suède: malgré les médias FR qui essaient de faire peur, bah non, ça va plutôt super bien par ici.

On va même boire un cho…"
1132,sam_oputa,https://t.co/yywo4qMZop … … /   #link to my #BookBoost #willow  #SaturdayMorning  #SaturdayMotivation #WearAMask… https://t.co/NDcUGOiHy5
1133,JdeMontgomerie,#coronavirus #Boston #COVID19 #Corona #SuperSpreaderEvent #Massachusetts SUE @biogen #BiogenSuperSpreader https://t.co/NHCWaBb835
1134,bitcoinconnect,Walmart PS5 and Xbox Series X restock update — what you need to knowSEE MORE HERE ==&gt; https://t.co/8PTOFMzQGs… https://t.co/F1ze2NOooV
1135,ScicommBot,"RT @BrainEvol: When your passion for #SciComm goes beyond #research... 

Great interview for an #Argentinean TV #NewsChannel to talk about…"
1136,mens32,"RT @19Grafiek: 12 december: 

Positief getest: 9.080
Totaal: 603.603

Data NICE:
Huidig op de verpleegafdelingen*: 1.590 (+54) 

Data LCPS:…"
1137,sevinkkate1,"RT @drkaanyl: Şöyle düşünelim, 100 Binlerce insan #coronavirus aşılarını gönüllü olarak oldu, kaç ölüm duydunuz?
Şimdi #COVID19 geçiren ins…"
1138,rajeshkshitij,"#Uttarakhand - 728 new #COVID19 +ve cases, 435 Discharges &amp; 10 Deaths reported in state today. Now Total no. of  ca… https://t.co/GIYZWVyM29"
1139,COVID_Evidence,RT @COVID_Evidence: PubMed:  Protective Measures For Burn Care Professionals During The Coronavirus Disease 2019 Pandemic: Systematic Revie…
1140,galiciapress,"Camariñas, Zas, Tomiño, O Rosal, Sarreaus y A Rúa en ""situación desfavorable"" para la Xunta #Galicia #SERGAS #Xunta… https://t.co/23eSB1BQYv"
1141,PasqualeCacace5,"RT @LMtredici: #coronavirus #sardegna 12/12

Diagnosi 168
(Ieri 198)
Decessi 7
Guariti 236
Ti -3
Ricoveri -9
Tamponi  3162  5.31%pos
(Ieri…"
1142,Fabio37716952,RT @MEK_Iran: #MEK reported that more and more people in #Iran are falling into absolute poverty. The situation has been growing increasing…
1143,ReporterPhoenix,"RT @picardonhealth: “You want to be quick” -- As Germany🇩🇪 awaits #coronavirus vaccine, it has built mass #vaccination centers are built in…"
1144,dallimore_m,"Update on #coronavirus #vaccine distribution. Order of priority generally adopted by States is: 
1. #MedicalWorkers… https://t.co/ywLoBp5uQA"
1145,Landgans,"Überall wohl lange Schlangen vor den Läden.

Was ist an Primark, H&amp;M, Depot und Co. bloß so toll, dass man sich das… https://t.co/wAjpMw3Jn7"
1146,GlamGirl262,"RT @VG2020D: @Essen_Ruhr Innerhalb von 14 Tagen (28.11. = 8.400) hat es in #Essen ⚠ 1.841 neue Infektionen mit dem #Coronavirus gegeben, st…"
1147,BRDPflegeFall,"#FridaysForFuture #Mensch #BRD #Deutschland 
#Pflege #COVID19de #Corona #coronavirus 
Ist die kath. Kirche der größ… https://t.co/1wZrZnn7iF"
1148,MssDidi,#Download My Kill #Coronavirus On Contact #Recipes #coronaviruschallenge #COVID19 https://t.co/J1E1uA8wjd https://t.co/gaGBxASpm4
1149,egobiernopucp,"📊 Cifras del #Coronavirus en las Regiones del #Perú. A nivel regional, Ica es la región con mayor tasa de letalidad… https://t.co/QMDNmriErC"
1150,thefirstindia,"#Punjab | 482 new #COVID19 cases, 654 discharges, and 21 deaths reported today.

Total cases in the State rise to 1… https://t.co/t9YfcHWeP0"
1151,AgenciaAJN,"#Coronavirus: tras aprobación de #vacunas de #Pfizer y #BioNTech por la #FDA, en #Israel llaman a aplicarse las dos… https://t.co/SWNHopcRzu"
1152,LMtredici,"#coronavirus #sardegna 12/12

Diagnosi 168
(Ieri 198)
Decessi 7
Guariti 236
Ti -3
Ricoveri -9
Tamponi  3162  5.31%p… https://t.co/ZP0Sj5rJ6L"
1153,Josylenia,"Partiu São Paulo 💉
Amo todos os Paulistas 😌💉
#VacinaNoBrasil #SaoPaulo #coronavirus"
1154,mrbaker01,"RT @DAGUILARFOTO: ""Basílica de Guadalupe"" La imagen en el día de la Virgen. Celebración en tiempos de Covid. #VirgenDeGuadalupe #Basilica #…"
1155,BrainEvol,"When your passion for #SciComm goes beyond #research... 

Great interview for an #Argentinean TV #NewsChannel to ta… https://t.co/Q9cis7cl13"
1156,abflipse,RT @abflipse: Er komt geen #vaccinatieplicht maar wel een internationaal #vaccinatiepaspoort Dat betekent dat als je je niet laat inenten t…
1157,harrie007,Wish China could use Control+Z atleast now. #coronavirus #COVID__19 https://t.co/EhtiwKGYFW
1158,picardonhealth,"“You want to be quick” -- As Germany🇩🇪 awaits #coronavirus vaccine, it has built mass #vaccination centers are buil… https://t.co/Ha4YrLgkVh"
1159,Mango_News,Peru has temporarily suspended clinical trials of a Covid-19 vaccine made by Chinese drug giant Sinopharm after det… https://t.co/jtkpWJxWzp
1160,MissMar16662447,"RT @Lanf040264: Ancora oggi in #Lombardia non si trova il #vaccino antiinfluenzale, ma solo camici.

Ma #Fontana che fa?

#12dicembre #facc…"
1161,UNISONLANCS,"RT @NorthWestUNISON: Lifeways: It's time to share your holiday spirit! #FairPayForHoliday

I work for @LifewaysGroup ✅

This year I have be…"
1162,ilsussidiario,#Bollettino di #RegioneCampania con i #dati di #coronavirus di oggi 12 Dicembre 2020 https://t.co/m2YdFS83ii
1163,nagalandbot,"RT @rajeshkshitij: #Nagaland - 42 new #COVID19 +ve cases, 64 Discharges &amp; No Death reported in state today. Now total positive cases in sta…"
1164,totalsatire,"RT @AwakenedBigly: #Canadians 🇨🇦  #CERB

This was [their] plan all along
Cripple you with debt 
Force the #coronavirus
#COVID19Vaccine on y…"
1165,JohnDoeGermany,"RT @DrPuerner: Weniger Influenza-Fälle gemeldet!!!

Influenza
Kranke Personen👉wenig Tests👉positiv👉Meldung👉Ende

Covid
Egal👉viele Tests👉posi…"
1166,solochaco,"#CORONAVIRUS EN #Chaco : SE REGISTRARON 202 CONTAGIOS NUEVOS Y OTRAS SEIS MUERTES

El Ministerio de @ChacoSalud inf… https://t.co/pIeBMGnlV2"
1167,Afinadorguipuz2,"Yabwn Spotify,  iTunes,  YouTube music y demás plataformas digitales. 
Aquel que quiera hacerse con un cd físico, q… https://t.co/AANMkggDTL"
