Id,User,Text
117,LegibleEvan,RT @DailyPostgr: Τα λεγόμενα του Μπόρις Τζόνσον δεν βρήκαν σύμφωνο τον Μάνφρεντ Βέμπερ #Weber #Johnson #εμβόλιο  https://t.co/mCJx83VDuB
118,LegibleEvan,"RT @idioinos: Ακολουθεί κοινωνικό μήνυμα... 
#COVID19greece #Πανδημια #Εμβολιο https://t.co/vEBYLEOCs2"
119,LegibleEvan,"RT @newsbeast: Σήμερα το «πράσινο φως» στο #εμβολιο της Pfizer στις ΗΠΑ – Πότε αρχίζουν οι εμβολιασμοί
https://t.co/wKi6It6w2e"
120,LegibleEvan,RT @etyposgr: Κορωνοϊός: Στο μικροσκόπιο οι αρρυθμίες στον εμβολιασμό των Βρετανών – Η έκθεση της FDA για τις παρενέργειες - https://t.co/k…
121,LegibleEvan,"RT @newpostgr: Η Άννα Πόποβα, επικεφαλής του παρατηρητηρίου Rospotrebnadzor, δήλωσε ότι η κατανάλωση αλκοόλ θα πρέπει να σταματήσει για «το…"
122,LegibleEvan,"RT @newsbeast: Μόσιαλος για αντιεμβολιαστές: «Μήπως τελικά τους έχει βάλει τσιπάκια ο Μπιλ Γκέιτς;»

#εμβολιο
https://t.co/bIfNT6FGTK"
123,LegibleEvan,"RT @petechatziplis: Ολο και πιο ύποπτη η υπόθεση. Βγάλαν τον ""ειδικό"" που τα ξέρει όλα ότι ο Γκειτς δεν έχει σχέση με την Pfizer. Δεν μας λ…"
124,LegibleEvan,"RT @newsbeast: @AdonisGeorgiadi: «Όποιος δεν κάνει το εμβόλιο, είναι ανόητος»

#εμβολιο #COVID19gr #COVID19greece
https://t.co/GsCPBIhDr9"
125,LegibleEvan,"RT @bankingnewsgr: #SputnikV - Κορωνοϊός: Ανεξάρτητη Επιτροπή επιβεβαίωσε την ασφάλεια του εμβολίου
#κορωνοιος #Εμβολιο #COVID19 #COVIDSeco…"
126,MichaelNikoloud,"RT @bankingnewsgr: #SputnikV - Κορωνοϊός: Ανεξάρτητη Επιτροπή επιβεβαίωσε την ασφάλεια του εμβολίου
#κορωνοιος #Εμβολιο #COVID19 #COVIDSeco…"
127,bankingnewsgr,"#SputnikV - Κορωνοϊός: Ανεξάρτητη Επιτροπή επιβεβαίωσε την ασφάλεια του εμβολίου
#κορωνοιος #Εμβολιο #COVID19… https://t.co/eUc1RGWe7R"
128,newsbeast,"@AdonisGeorgiadi: «Όποιος δεν κάνει το εμβόλιο, είναι ανόητος»

#εμβολιο #COVID19gr #COVID19greece
https://t.co/GsCPBIhDr9"
129,MerteuilRouge,RT @SyntagmaW: Μόνο υπό τον σεβασμό ορισμένων προϋποθέσεων μπορεί να δικαιολογηθεί η διαταγή υποχρεωτικού εμβολιασμού στο εργασιακό περιβάλ…
130,fotonium74,"RT @PoytinaIrina: Άρχισε το φακέλωμα...ζητούν ενυπόγραφες δηλώσεις...στον ""προαιρετικό"" εμβολιασμό.
#Εμβολιο #Μητσοτακη_καθαρμα https://t.c…"
131,petechatziplis,"Ολο και πιο ύποπτη η υπόθεση. Βγάλαν τον ""ειδικό"" που τα ξέρει όλα ότι ο Γκειτς δεν έχει σχέση με την Pfizer. Δεν μ… https://t.co/rbcaY1XmzR"
132,municapelo,"RT @PoytinaIrina: Άρχισε το φακέλωμα...ζητούν ενυπόγραφες δηλώσεις...στον ""προαιρετικό"" εμβολιασμό.
#Εμβολιο #Μητσοτακη_καθαρμα https://t.c…"
133,newsbeast,"Μόσιαλος για αντιεμβολιαστές: «Μήπως τελικά τους έχει βάλει τσιπάκια ο Μπιλ Γκέιτς;»

#εμβολιο
https://t.co/bIfNT6FGTK"
134,rockos13,"RT @idioinos: Ακολουθεί κοινωνικό μήνυμα... 
#COVID19greece #Πανδημια #Εμβολιο https://t.co/vEBYLEOCs2"
135,newpostgr,"Η Άννα Πόποβα, επικεφαλής του παρατηρητηρίου Rospotrebnadzor, δήλωσε ότι η κατανάλωση αλκοόλ θα πρέπει να σταματήσε… https://t.co/Bqzo9b5b7B"
136,Joncal71,"RT @idioinos: Ακολουθεί κοινωνικό μήνυμα... 
#COVID19greece #Πανδημια #Εμβολιο https://t.co/vEBYLEOCs2"
