Id,User,Text
77,GrPressing,Θρήνος για τον θάνατο του 48χρονου νοσηλευτή Γιώργου Γεωργιάδη από κορωνοϊό  https://t.co/9JEsyqbEDR #WEBO #racism… https://t.co/bpwjMFYRNW
78,trooperas,"Ίσως σε ενδιαφέρει: 
Μέγαρο Μουσικής Θεσσαλονίκης: Δωρεάν συναυλίες προς τιμήν του υγειονομικού προσωπικού  |… https://t.co/W6xFitZgYD"
79,metinniki,"RT @GiannesT1: #Καραντινα
Φυλακές Κορυδαλλού: διά της τιμωρίας αποβλέπουν στον πειθαναγκασμό των κρατουμένων https://t.co/3y5hbkfo4q"
80,aRTistokratissa,Μπορεί τα δικά μου νέα από τη ζωή στο Μουσείο να είναι σε #καραντινα αλλά ευτυχώς στο @MuseeLouvre η αρχαία ελληνικ… https://t.co/MmRY0kcW2r
81,AthanDim,RT @karapanagiotidu: Δεν θέλει πολύ να τις... ξαναγεμίσουμε #κορονοιος #Θεσσαλονικη_λεμε #καραντινα #κρούσματα #COVID19 #Covid_19 #coronavi…
82,balosd,Μόνο #πασοκ #καραντινα https://t.co/IE3lt7RK9k
83,karapanagiotidu,Δεν θέλει πολύ να τις... ξαναγεμίσουμε #κορονοιος #Θεσσαλονικη_λεμε #καραντινα #κρούσματα #COVID19 #Covid_19… https://t.co/3sCHwA3wAQ
84,italianoVeroGR,"#italianoVeroGR #Ιταλικά 🇮🇹

#Ιταλία #Τοσκάνη #Ζωή #Ηρεμία #Τουρισμός #Δεκέμβριος #Πρωτοχρονιά #Ελλάδα #ΑΣΕΠ #Αθήνα… https://t.co/IpFUabdTmX"
85,akisFireman,"RT @akisFireman: ΠΙΣΤΕΥΕΤΕ ΟΤΙ ΘΑ ΒΓΟΥΜΕ ΑΠΤΟ #lockdown στις 7 Ιανουαριου?
#lockdown2gr #καραντινα"
86,ESCUELA_ELGRECO,"#ESCUEΛA #ΙΣΠΑΝΙΚΑ

#ΠαγκόσμιαΗμέρα #ΠολιτικήΑεροπορία #Αεροπορία #Αεροπλάνο #Αεροδρόμιο #αεροσυνοδός #πιλότος… https://t.co/o4FrJ92YTR"
87,trooperas,"Ίσως σε ενδιαφέρει: 
Θεσσαλονίκη: Μήνυμα ελπίδας στο ΑΧΕΠΑ - Φωταγωγήθηκε το χριστουγεννιάτικο δέντρο |… https://t.co/HHrUVrmaOB"
88,trooperas,"Πρέπει να το διαβάσεις: 
Η ''πτέρυγα της αγάπης'' ενώνει οικογένειες μέσα σε νοσοκομείο  | https://t.co/5Ko5AmIRDC… https://t.co/fPHZiOJf1N"
89,MarkosTimoteis,RT @ind7: Πριν την #καραντινα ήταν χελιδόνι https://t.co/9viNW6t8Sf
90,GiannesT1,"#Καραντινα
Φυλακές Κορυδαλλού: διά της τιμωρίας αποβλέπουν στον πειθαναγκασμό των κρατουμένων https://t.co/3y5hbkfo4q"
91,GiannesT1,"#Καραντινα
Επιτακτική ανάγκη μέτρων στήριξης των Μαστιχοπαραγωγών https://t.co/jpa9lEBNSP"
92,giannistsatman,"Lock down μέχρι τις 07/01/2021
#AgriesMelisses #lockdown2gr #καραντινα https://t.co/Qi8mFPSSXb"
93,blazio4,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
94,katia_poly,"RT @propovtiv: Εμπειρία από το πρώτο lockdown είχαν, ότι έρχονται γιορτές και θα έχει πολλές παραγγελίες ήξεραν, αλλά δεν προσέλαβαν προσωπ…"
95,propovtiv,"Εμπειρία από το πρώτο lockdown είχαν, ότι έρχονται γιορτές και θα έχει πολλές παραγγελίες ήξεραν, αλλά δεν προσέλαβ… https://t.co/NXF7jzfoqO"
96,L_RunAllDay,RT @not_aMondaytype: θα παει η σέλφι σύννεφο #COVID2019 #covid19Gr #Κορονoιος #menoumespiti #μενουμε_σπιτι #καραντινα https://t.co/4dqKMKqo…
97,Yiannisk4,RT @not_aMondaytype: θα παει η σέλφι σύννεφο #COVID2019 #covid19Gr #Κορονoιος #menoumespiti #μενουμε_σπιτι #καραντινα https://t.co/4dqKMKqo…
98,municapelo,"RT @polyassholeos: 🤣🤣🤣.. Θεούλης!!!!

@AntonisSroiter @ALPHA_TV #πρωθυπουργος #κουλης #Μητσοτάκης #κυβερνηση_συμμορια #κυβερνηση_Μητσοτακη…"
99,spyrakos01,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
100,motoula2,"RT @GrPhilosopher: Αυτος που ερχεται απο το εξωτερικο...να κανει Γιορτες με τους δικους του...
Κανει PCR τεστ 72 ωρες πριν
Rapid Test με το…"
101,polyassholeos,"🤣🤣🤣.. Θεούλης!!!!

@AntonisSroiter @ALPHA_TV #πρωθυπουργος #κουλης #Μητσοτάκης #κυβερνηση_συμμορια… https://t.co/RwSJskhxvp"
102,VassosF,"Έκανα βιντεοκλήση με την κλεισμένη για τρίτη βδομάδα στο σπίτι με κορωνοϊό μάνα μου:
Εκείνη: ""-Τι νέα;""
Εγώ: ""-Τίπο… https://t.co/fFFnP9xh5f"
103,P25779709858gm1,RT @2008So: Περιμένω να δω πότε θα έρθει ο Κικίλιας στη Θεσσαλονίκη να ανακοινώσει ότι θα μας ασβεστώσουνε #καραντινα
104,ParaliakiG,"RT @akisFireman: ΠΙΣΤΕΥΕΤΕ ΟΤΙ ΘΑ ΒΓΟΥΜΕ ΑΠΤΟ #lockdown στις 7 Ιανουαριου?
#lockdown2gr #καραντινα"
105,GrPressing,Χ.Κέλλας σε Pressing 90.1: Συγκίνηση και χαρά για την ένταξη στο ΓΝΛ - Αδικεί εαυτόν και προσβάλει συναδέλφους ο απ… https://t.co/n95Pxxo9rl
106,K_omegas,"#καραντινα 

Ακινητοποιήθηκε η ηλικιωμένη που πυροβολούσε στην Παιανία https://t.co/4DNC5cgbUy"
107,Betyevi,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
108,VoyagerStII,#βουλη #ΕΛΛΑΔΑ #Εμβολιο #ηζωησυνεχιζεται #Θεσσαλονικη #καραντινα #κικιλιας #κορονοιος #κρουσματα… https://t.co/wO2Vl1YiMt
109,fiat4x4_gr,Σήμερα έμαθα ότι δεν μπορεί να ανοίξει το λιανεμπόριο και να μείνουν κλειστές οι εκκλησίες... Εσείς πώς περνάτε στη… https://t.co/9n7rQK9zyt
110,no7_g2,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
111,ConniePSt,"RT @akisFireman: Η αποτυπωση του 2020 απτους Ιταλους κι οχι μονο!
#κρουσματα #κορωνοιος #καραντινα #lockdown2gr #lockdown https://t.co/fDiv…"
